epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1651820587905,2022-05-06T10.03.07.905,33.389,-0.935,0.038,0.395
1651820587946,2022-05-06T10.03.07.946,33.430,-0.937,0.038,0.393
1651820587986,2022-05-06T10.03.07.986,33.470,-0.932,0.038,0.394
1651820588026,2022-05-06T10.03.08.026,33.510,-0.929,0.034,0.393
1651820588067,2022-05-06T10.03.08.067,33.551,-0.934,0.033,0.393
1651820588106,2022-05-06T10.03.08.106,33.590,-0.933,0.040,0.395
1651820588147,2022-05-06T10.03.08.147,33.631,-0.935,0.038,0.396
1651820588187,2022-05-06T10.03.08.187,33.671,-0.936,0.037,0.393
1651820588226,2022-05-06T10.03.08.226,33.710,-0.934,0.036,0.391
1651820588267,2022-05-06T10.03.08.267,33.751,-0.932,0.032,0.393
1651820588307,2022-05-06T10.03.08.307,33.791,-0.931,0.034,0.394
1651820588348,2022-05-06T10.03.08.348,33.832,-0.937,0.037,0.391
1651820588387,2022-05-06T10.03.08.387,33.871,-0.938,0.038,0.391
1651820588427,2022-05-06T10.03.08.427,33.911,-0.926,0.038,0.397
1651820588468,2022-05-06T10.03.08.468,33.952,-0.933,0.038,0.395
1651820588507,2022-05-06T10.03.08.507,33.991,-0.937,0.038,0.393
1651820588548,2022-05-06T10.03.08.548,34.032,-0.933,0.036,0.392
1651820588588,2022-05-06T10.03.08.588,34.072,-0.932,0.037,0.393
1651820588628,2022-05-06T10.03.08.628,34.112,-0.934,0.035,0.393
1651820588669,2022-05-06T10.03.08.669,34.153,-0.935,0.039,0.391
1651820588708,2022-05-06T10.03.08.708,34.192,-0.937,0.039,0.394
1651820588749,2022-05-06T10.03.08.749,34.233,-0.932,0.039,0.393
1651820588789,2022-05-06T10.03.08.789,34.273,-0.931,0.033,0.391
1651820588830,2022-05-06T10.03.08.830,34.314,-0.935,0.036,0.391
1651820588869,2022-05-06T10.03.08.869,34.353,-0.934,0.040,0.396
1651820588909,2022-05-06T10.03.08.909,34.393,-0.935,0.038,0.395
1651820588950,2022-05-06T10.03.08.950,34.434,-0.935,0.037,0.392
1651820588989,2022-05-06T10.03.08.989,34.473,-0.933,0.035,0.390
1651820589030,2022-05-06T10.03.09.030,34.514,-0.934,0.032,0.393
1651820589070,2022-05-06T10.03.09.070,34.554,-0.934,0.036,0.393
1651820589109,2022-05-06T10.03.09.109,34.593,-0.937,0.036,0.391
1651820589151,2022-05-06T10.03.09.151,34.635,-0.937,0.038,0.391
1651820589190,2022-05-06T10.03.09.190,34.674,-0.936,0.037,0.391
1651820589231,2022-05-06T10.03.09.231,34.715,-0.937,0.037,0.391
1651820589271,2022-05-06T10.03.09.271,34.755,-0.935,0.036,0.391
1651820589310,2022-05-06T10.03.09.310,34.794,-0.933,0.037,0.390
1651820589351,2022-05-06T10.03.09.351,34.835,-0.934,0.037,0.393
1651820589391,2022-05-06T10.03.09.391,34.875,-0.935,0.036,0.394
1651820589432,2022-05-06T10.03.09.432,34.916,-0.936,0.040,0.391
1651820589471,2022-05-06T10.03.09.471,34.955,-0.937,0.041,0.393
1651820589511,2022-05-06T10.03.09.511,34.995,-0.932,0.040,0.393
1651820589552,2022-05-06T10.03.09.552,35.036,-0.933,0.033,0.393
1651820589591,2022-05-06T10.03.09.591,35.075,-0.936,0.039,0.395
1651820589632,2022-05-06T10.03.09.632,35.116,-0.933,0.041,0.397
1651820589672,2022-05-06T10.03.09.672,35.156,-0.936,0.038,0.394
1651820589712,2022-05-06T10.03.09.712,35.196,-0.938,0.036,0.391
1651820589753,2022-05-06T10.03.09.753,35.237,-0.934,0.034,0.391
1651820589792,2022-05-06T10.03.09.792,35.276,-0.932,0.034,0.394
1651820589833,2022-05-06T10.03.09.833,35.317,-0.935,0.037,0.391
1651820589873,2022-05-06T10.03.09.873,35.357,-0.938,0.037,0.387
1651820589912,2022-05-06T10.03.09.912,35.396,-0.935,0.040,0.388
1651820589953,2022-05-06T10.03.09.953,35.437,-0.936,0.040,0.390
1651820589993,2022-05-06T10.03.09.993,35.477,-0.938,0.038,0.387
1651820590034,2022-05-06T10.03.10.034,35.518,-0.938,0.037,0.385
1651820590073,2022-05-06T10.03.10.073,35.557,-0.936,0.039,0.385
1651820590113,2022-05-06T10.03.10.113,35.597,-0.935,0.041,0.387
1651820590154,2022-05-06T10.03.10.154,35.638,-0.938,0.040,0.386
1651820590193,2022-05-06T10.03.10.193,35.677,-0.939,0.042,0.383
1651820590234,2022-05-06T10.03.10.234,35.718,-0.940,0.044,0.385
1651820590274,2022-05-06T10.03.10.274,35.758,-0.934,0.044,0.382
1651820590314,2022-05-06T10.03.10.314,35.798,-0.936,0.042,0.378
1651820590355,2022-05-06T10.03.10.355,35.839,-0.939,0.046,0.380
1651820590394,2022-05-06T10.03.10.394,35.878,-0.937,0.047,0.383
1651820590435,2022-05-06T10.03.10.435,35.919,-0.940,0.050,0.382
1651820590475,2022-05-06T10.03.10.475,35.959,-0.942,0.029,0.382
1651820590514,2022-05-06T10.03.10.514,35.998,-0.935,0.047,0.376
1651820590555,2022-05-06T10.03.10.555,36.039,-0.932,0.043,0.382
1651820590595,2022-05-06T10.03.10.595,36.079,-0.937,0.041,0.384
1651820590636,2022-05-06T10.03.10.636,36.120,-0.942,0.043,0.384
1651820590675,2022-05-06T10.03.10.675,36.159,-0.939,0.051,0.381
1651820590715,2022-05-06T10.03.10.715,36.199,-0.936,0.043,0.387
1651820590756,2022-05-06T10.03.10.756,36.240,-0.933,0.039,0.390
1651820590796,2022-05-06T10.03.10.796,36.280,-0.935,0.047,0.386
1651820590837,2022-05-06T10.03.10.837,36.321,-0.934,0.049,0.388
1651820590876,2022-05-06T10.03.10.876,36.360,-0.933,0.052,0.388
1651820590916,2022-05-06T10.03.10.916,36.400,-0.935,0.048,0.389
1651820590957,2022-05-06T10.03.10.957,36.441,-0.937,0.043,0.389
1651820590996,2022-05-06T10.03.10.996,36.480,-0.937,0.045,0.389
1651820591037,2022-05-06T10.03.11.037,36.521,-0.936,0.044,0.382
1651820591077,2022-05-06T10.03.11.077,36.561,-0.940,0.035,0.381
1651820591116,2022-05-06T10.03.11.116,36.600,-0.934,0.046,0.384
1651820591157,2022-05-06T10.03.11.157,36.641,-0.932,0.044,0.391
1651820591197,2022-05-06T10.03.11.197,36.681,-0.940,0.043,0.386
1651820591238,2022-05-06T10.03.11.238,36.722,-0.939,0.044,0.382
1651820591277,2022-05-06T10.03.11.277,36.761,-0.936,0.041,0.383
1651820591317,2022-05-06T10.03.11.317,36.801,-0.935,0.040,0.387
1651820591358,2022-05-06T10.03.11.358,36.842,-0.933,0.041,0.387
1651820591398,2022-05-06T10.03.11.398,36.882,-0.937,0.041,0.384
1651820591439,2022-05-06T10.03.11.439,36.923,-0.938,0.043,0.385
1651820591478,2022-05-06T10.03.11.478,36.962,-0.937,0.044,0.384
1651820591518,2022-05-06T10.03.11.518,37.002,-0.938,0.043,0.384
1651820591559,2022-05-06T10.03.11.559,37.043,-0.938,0.041,0.384
1651820591598,2022-05-06T10.03.11.598,37.082,-0.941,0.043,0.382
1651820591639,2022-05-06T10.03.11.639,37.123,-0.931,0.042,0.390
1651820591679,2022-05-06T10.03.11.679,37.163,-0.927,0.040,0.393
1651820591720,2022-05-06T10.03.11.720,37.204,-0.936,0.045,0.388
1651820591759,2022-05-06T10.03.11.759,37.243,-0.939,0.046,0.386
1651820591799,2022-05-06T10.03.11.799,37.283,-0.936,0.042,0.384
1651820591840,2022-05-06T10.03.11.840,37.324,-0.938,0.037,0.384
1651820591880,2022-05-06T10.03.11.880,37.364,-0.933,0.044,0.389
1651820591921,2022-05-06T10.03.11.921,37.405,-0.936,0.043,0.388
1651820591960,2022-05-06T10.03.11.960,37.444,-0.940,0.046,0.382
1651820592000,2022-05-06T10.03.12.000,37.484,-0.938,0.061,0.376
1651820592041,2022-05-06T10.03.12.041,37.525,-0.942,0.041,0.381
1651820592080,2022-05-06T10.03.12.080,37.564,-0.944,0.051,0.380
1651820592121,2022-05-06T10.03.12.121,37.605,-0.924,0.060,0.384
1651820592161,2022-05-06T10.03.12.161,37.645,-0.937,0.052,0.378
1651820592200,2022-05-06T10.03.12.200,37.684,-0.943,0.057,0.371
1651820592241,2022-05-06T10.03.12.241,37.725,-0.947,0.056,0.374
1651820592281,2022-05-06T10.03.12.281,37.765,-0.942,0.062,0.375
1651820592322,2022-05-06T10.03.12.322,37.806,-0.936,0.067,0.374
1651820592361,2022-05-06T10.03.12.361,37.845,-0.939,0.063,0.372
1651820592401,2022-05-06T10.03.12.401,37.885,-0.940,0.059,0.375
1651820592442,2022-05-06T10.03.12.442,37.926,-0.943,0.063,0.375
1651820592482,2022-05-06T10.03.12.482,37.966,-0.934,0.070,0.378
1651820592523,2022-05-06T10.03.12.523,38.007,-0.927,0.073,0.382
1651820592562,2022-05-06T10.03.12.562,38.046,-0.936,0.075,0.376
1651820592602,2022-05-06T10.03.12.602,38.086,-0.939,0.071,0.378
1651820592643,2022-05-06T10.03.12.643,38.127,-0.938,0.073,0.377
1651820592682,2022-05-06T10.03.12.682,38.166,-0.938,0.049,0.372
1651820592723,2022-05-06T10.03.12.723,38.207,-0.933,0.060,0.373
1651820592763,2022-05-06T10.03.12.763,38.247,-0.937,0.051,0.387
1651820592802,2022-05-06T10.03.12.802,38.286,-0.927,0.066,0.392
1651820592843,2022-05-06T10.03.12.843,38.327,-0.945,0.086,0.391
1651820592883,2022-05-06T10.03.12.883,38.367,-0.940,0.055,0.386
1651820592924,2022-05-06T10.03.12.924,38.408,-0.931,0.046,0.379
1651820592963,2022-05-06T10.03.12.963,38.447,-0.935,0.053,0.367
1651820593003,2022-05-06T10.03.13.003,38.487,-0.933,0.045,0.382
1651820593044,2022-05-06T10.03.13.044,38.528,-0.941,0.055,0.388
1651820593084,2022-05-06T10.03.13.084,38.568,-0.952,0.061,0.388
1651820593125,2022-05-06T10.03.13.125,38.609,-0.940,0.070,0.383
1651820593164,2022-05-06T10.03.13.164,38.648,-0.922,0.064,0.383
1651820593204,2022-05-06T10.03.13.204,38.688,-0.919,0.058,0.390
1651820593245,2022-05-06T10.03.13.245,38.729,-0.933,0.053,0.387
1651820593284,2022-05-06T10.03.13.284,38.768,-0.957,0.073,0.374
1651820593325,2022-05-06T10.03.13.325,38.809,-0.954,0.057,0.369
1651820593365,2022-05-06T10.03.13.365,38.849,-0.922,0.053,0.391
1651820593404,2022-05-06T10.03.13.404,38.888,-0.931,0.063,0.399
1651820593445,2022-05-06T10.03.13.445,38.929,-0.927,0.090,0.387
1651820593485,2022-05-06T10.03.13.485,38.969,-0.929,0.065,0.375
1651820593526,2022-05-06T10.03.13.526,39.010,-0.927,0.061,0.377
1651820593566,2022-05-06T10.03.13.566,39.050,-0.942,0.076,0.377
1651820593605,2022-05-06T10.03.13.605,39.089,-0.952,0.072,0.388
1651820593646,2022-05-06T10.03.13.646,39.130,-0.938,0.080,0.381
1651820593686,2022-05-06T10.03.13.686,39.170,-0.928,0.041,0.389
1651820593727,2022-05-06T10.03.13.727,39.211,-0.931,0.046,0.387
1651820593766,2022-05-06T10.03.13.766,39.250,-0.932,0.058,0.391
1651820593806,2022-05-06T10.03.13.806,39.290,-0.944,0.044,0.394
1651820593847,2022-05-06T10.03.13.847,39.331,-0.928,0.078,0.384
1651820593886,2022-05-06T10.03.13.886,39.370,-0.917,0.051,0.399
1651820593927,2022-05-06T10.03.13.927,39.411,-0.934,0.059,0.397
1651820593967,2022-05-06T10.03.13.967,39.451,-0.945,0.065,0.384
1651820594006,2022-05-06T10.03.14.006,39.490,-0.936,0.079,0.378
1651820594047,2022-05-06T10.03.14.047,39.531,-0.920,0.092,0.380
1651820594087,2022-05-06T10.03.14.087,39.571,-0.931,0.032,0.404
1651820594128,2022-05-06T10.03.14.128,39.612,-0.948,0.049,0.387
1651820594168,2022-05-06T10.03.14.168,39.652,-0.939,0.074,0.376
1651820594207,2022-05-06T10.03.14.207,39.691,-0.924,0.043,0.401
1651820594248,2022-05-06T10.03.14.248,39.732,-0.932,0.070,0.396
1651820594288,2022-05-06T10.03.14.288,39.772,-0.937,0.065,0.390
1651820594329,2022-05-06T10.03.14.329,39.813,-0.930,0.067,0.385
1651820594368,2022-05-06T10.03.14.368,39.852,-0.928,0.043,0.400
1651820594408,2022-05-06T10.03.14.408,39.892,-0.934,0.064,0.399
1651820594449,2022-05-06T10.03.14.449,39.933,-0.933,0.076,0.393
1651820594488,2022-05-06T10.03.14.488,39.972,-0.924,0.054,0.396
1651820594529,2022-05-06T10.03.14.529,40.013,-0.929,0.053,0.398
1651820594569,2022-05-06T10.03.14.569,40.053,-0.935,0.059,0.399
1651820594609,2022-05-06T10.03.14.609,40.093,-0.936,0.057,0.399
1651820594650,2022-05-06T10.03.14.650,40.134,-0.929,0.059,0.401
1651820594689,2022-05-06T10.03.14.689,40.173,-0.927,0.053,0.401
1651820594730,2022-05-06T10.03.14.730,40.214,-0.928,0.044,0.402
1651820594770,2022-05-06T10.03.14.770,40.254,-0.927,0.054,0.401
1651820594809,2022-05-06T10.03.14.809,40.293,-0.926,0.053,0.404
1651820594850,2022-05-06T10.03.14.850,40.334,-0.926,0.059,0.404
1651820594890,2022-05-06T10.03.14.890,40.374,-0.931,0.060,0.401
1651820594931,2022-05-06T10.03.14.931,40.415,-0.930,0.059,0.404
1651820594970,2022-05-06T10.03.14.970,40.454,-0.928,0.055,0.403
1651820595010,2022-05-06T10.03.15.010,40.494,-0.922,0.049,0.398
1651820595051,2022-05-06T10.03.15.051,40.535,-0.933,0.058,0.396
1651820595090,2022-05-06T10.03.15.090,40.574,-0.934,0.064,0.399
1651820595131,2022-05-06T10.03.15.131,40.615,-0.932,0.058,0.401
1651820595171,2022-05-06T10.03.15.171,40.655,-0.932,0.055,0.395
1651820595211,2022-05-06T10.03.15.211,40.695,-0.930,0.056,0.393
1651820595252,2022-05-06T10.03.15.252,40.736,-0.931,0.056,0.395
1651820595291,2022-05-06T10.03.15.291,40.775,-0.930,0.058,0.394
1651820595332,2022-05-06T10.03.15.332,40.816,-0.935,0.058,0.392
1651820595372,2022-05-06T10.03.15.372,40.856,-0.935,0.061,0.392
1651820595411,2022-05-06T10.03.15.411,40.895,-0.933,0.062,0.393
1651820595452,2022-05-06T10.03.15.452,40.936,-0.934,0.059,0.391
1651820595492,2022-05-06T10.03.15.492,40.976,-0.940,0.057,0.387
1651820595533,2022-05-06T10.03.15.533,41.017,-0.929,0.056,0.392
1651820595572,2022-05-06T10.03.15.572,41.056,-0.925,0.057,0.393
1651820595613,2022-05-06T10.03.15.613,41.097,-0.937,0.061,0.388
1651820595653,2022-05-06T10.03.15.653,41.137,-0.937,0.062,0.389
1651820595692,2022-05-06T10.03.15.692,41.176,-0.934,0.060,0.390
1651820595734,2022-05-06T10.03.15.734,41.218,-0.934,0.059,0.387
1651820595773,2022-05-06T10.03.15.773,41.257,-0.935,0.058,0.387
1651820595814,2022-05-06T10.03.15.814,41.298,-0.930,0.058,0.389
1651820595854,2022-05-06T10.03.15.854,41.338,-0.933,0.053,0.387
1651820595893,2022-05-06T10.03.15.893,41.377,-0.939,0.057,0.384
1651820595934,2022-05-06T10.03.15.934,41.418,-0.938,0.062,0.387
1651820595974,2022-05-06T10.03.15.974,41.458,-0.935,0.061,0.388
1651820596015,2022-05-06T10.03.16.015,41.499,-0.934,0.055,0.387
1651820596054,2022-05-06T10.03.16.054,41.538,-0.934,0.054,0.385
1651820596094,2022-05-06T10.03.16.094,41.578,-0.934,0.051,0.386
1651820596135,2022-05-06T10.03.16.135,41.619,-0.935,0.055,0.386
1651820596174,2022-05-06T10.03.16.174,41.658,-0.939,0.058,0.386
1651820596215,2022-05-06T10.03.16.215,41.699,-0.942,0.063,0.384
1651820596255,2022-05-06T10.03.16.255,41.739,-0.931,0.059,0.387
1651820596295,2022-05-06T10.03.16.295,41.779,-0.925,0.052,0.390
1651820596336,2022-05-06T10.03.16.336,41.820,-0.935,0.054,0.385
1651820596375,2022-05-06T10.03.16.375,41.859,-0.937,0.054,0.382
1651820596416,2022-05-06T10.03.16.416,41.900,-0.940,0.065,0.382
1651820596456,2022-05-06T10.03.16.456,41.940,-0.943,0.073,0.382
1651820596495,2022-05-06T10.03.16.495,41.979,-0.940,0.065,0.383
1651820596536,2022-05-06T10.03.16.536,42.020,-0.931,0.047,0.387
1651820596576,2022-05-06T10.03.16.576,42.060,-0.925,0.038,0.388
1651820596617,2022-05-06T10.03.16.617,42.101,-0.936,0.055,0.380
1651820596656,2022-05-06T10.03.16.656,42.140,-0.938,0.076,0.377
1651820596696,2022-05-06T10.03.16.696,42.180,-0.938,0.069,0.379
1651820596737,2022-05-06T10.03.16.737,42.221,-0.945,0.079,0.383
1651820596776,2022-05-06T10.03.16.776,42.260,-0.929,0.057,0.392
1651820596817,2022-05-06T10.03.16.817,42.301,-0.936,0.047,0.389
1651820596857,2022-05-06T10.03.16.857,42.341,-0.930,0.059,0.384
1651820596897,2022-05-06T10.03.16.897,42.381,-0.929,0.049,0.390
1651820596938,2022-05-06T10.03.16.938,42.422,-0.939,0.051,0.391
1651820596977,2022-05-06T10.03.16.977,42.461,-0.937,0.053,0.394
1651820597018,2022-05-06T10.03.17.018,42.502,-0.930,0.054,0.390
1651820597058,2022-05-06T10.03.17.058,42.542,-0.932,0.050,0.387
1651820597097,2022-05-06T10.03.17.097,42.581,-0.934,0.050,0.387
1651820597138,2022-05-06T10.03.17.138,42.622,-0.936,0.050,0.387
1651820597178,2022-05-06T10.03.17.178,42.662,-0.935,0.049,0.385
1651820597219,2022-05-06T10.03.17.219,42.703,-0.935,0.063,0.383
1651820597258,2022-05-06T10.03.17.258,42.742,-0.936,0.053,0.388
1651820597298,2022-05-06T10.03.17.298,42.782,-0.943,0.056,0.380
1651820597339,2022-05-06T10.03.17.339,42.823,-0.933,0.060,0.379
1651820597379,2022-05-06T10.03.17.379,42.863,-0.930,0.057,0.376
1651820597420,2022-05-06T10.03.17.420,42.904,-0.940,0.071,0.378
1651820597459,2022-05-06T10.03.17.459,42.943,-0.949,0.073,0.381
1651820597499,2022-05-06T10.03.17.499,42.983,-0.957,0.081,0.377
1651820597540,2022-05-06T10.03.17.540,43.024,-0.932,0.057,0.376
1651820597579,2022-05-06T10.03.17.579,43.063,-0.902,0.031,0.390
1651820597620,2022-05-06T10.03.17.620,43.104,-0.933,0.055,0.382
1651820597660,2022-05-06T10.03.17.660,43.144,-0.944,0.077,0.374
1651820597699,2022-05-06T10.03.17.699,43.183,-0.955,0.077,0.375
1651820597740,2022-05-06T10.03.17.740,43.224,-0.948,0.068,0.386
1651820597780,2022-05-06T10.03.17.780,43.264,-0.940,0.066,0.385
1651820597821,2022-05-06T10.03.17.821,43.305,-0.924,0.049,0.385
1651820597860,2022-05-06T10.03.17.860,43.344,-0.920,0.044,0.384
1651820597900,2022-05-06T10.03.17.900,43.384,-0.939,0.059,0.379
1651820597941,2022-05-06T10.03.17.941,43.425,-0.937,0.065,0.381
1651820597981,2022-05-06T10.03.17.981,43.465,-0.933,0.078,0.383
1651820598022,2022-05-06T10.03.18.022,43.506,-0.941,0.081,0.387
1651820598061,2022-05-06T10.03.18.061,43.545,-0.942,0.066,0.386
1651820598101,2022-05-06T10.03.18.101,43.585,-0.935,0.058,0.382
1651820598142,2022-05-06T10.03.18.142,43.626,-0.932,0.056,0.380
1651820598181,2022-05-06T10.03.18.181,43.665,-0.932,0.056,0.382
1651820598222,2022-05-06T10.03.18.222,43.706,-0.931,0.059,0.392
1651820598262,2022-05-06T10.03.18.262,43.746,-0.934,0.065,0.391
1651820598301,2022-05-06T10.03.18.301,43.785,-0.939,0.066,0.385
1651820598342,2022-05-06T10.03.18.342,43.826,-0.937,0.064,0.384
1651820598382,2022-05-06T10.03.18.382,43.866,-0.932,0.061,0.389
1651820598423,2022-05-06T10.03.18.423,43.907,-0.929,0.057,0.385
1651820598463,2022-05-06T10.03.18.463,43.947,-0.937,0.058,0.380
1651820598502,2022-05-06T10.03.18.502,43.986,-0.937,0.066,0.384
1651820598543,2022-05-06T10.03.18.543,44.027,-0.937,0.068,0.386
1651820598583,2022-05-06T10.03.18.583,44.067,-0.937,0.063,0.386
1651820598624,2022-05-06T10.03.18.624,44.108,-0.934,0.060,0.383
1651820598663,2022-05-06T10.03.18.663,44.147,-0.932,0.057,0.382
1651820598703,2022-05-06T10.03.18.703,44.187,-0.933,0.058,0.385
1651820598744,2022-05-06T10.03.18.744,44.228,-0.934,0.062,0.384
1651820598783,2022-05-06T10.03.18.783,44.267,-0.938,0.065,0.380
1651820598824,2022-05-06T10.03.18.824,44.308,-0.937,0.072,0.381
1651820598864,2022-05-06T10.03.18.864,44.348,-0.941,0.074,0.381
1651820598903,2022-05-06T10.03.18.903,44.387,-0.928,0.045,0.392
1651820598944,2022-05-06T10.03.18.944,44.428,-0.933,0.040,0.388
1651820598984,2022-05-06T10.03.18.984,44.468,-0.942,0.051,0.383
1651820599025,2022-05-06T10.03.19.025,44.509,-0.941,0.044,0.387
1651820599065,2022-05-06T10.03.19.065,44.549,-0.937,0.060,0.383
1651820599104,2022-05-06T10.03.19.104,44.588,-0.932,0.086,0.378
1651820599145,2022-05-06T10.03.19.145,44.629,-0.929,0.079,0.381
1651820599185,2022-05-06T10.03.19.185,44.669,-0.930,0.080,0.383
1651820599226,2022-05-06T10.03.19.226,44.710,-0.930,0.077,0.384
1651820599265,2022-05-06T10.03.19.265,44.749,-0.935,0.052,0.383
1651820599305,2022-05-06T10.03.19.305,44.789,-0.949,0.033,0.381
1651820599346,2022-05-06T10.03.19.346,44.830,-0.946,0.050,0.380
1651820599385,2022-05-06T10.03.19.385,44.869,-0.934,0.063,0.386
1651820599426,2022-05-06T10.03.19.426,44.910,-0.929,0.060,0.385
1651820599466,2022-05-06T10.03.19.466,44.950,-0.935,0.062,0.381
1651820599505,2022-05-06T10.03.19.505,44.989,-0.937,0.055,0.381
1651820599547,2022-05-06T10.03.19.547,45.031,-0.936,0.056,0.383
1651820599586,2022-05-06T10.03.19.586,45.070,-0.937,0.060,0.383
1651820599627,2022-05-06T10.03.19.627,45.111,-0.937,0.059,0.382
1651820599667,2022-05-06T10.03.19.667,45.151,-0.936,0.058,0.383
1651820599706,2022-05-06T10.03.19.706,45.190,-0.936,0.058,0.383
1651820599747,2022-05-06T10.03.19.747,45.231,-0.936,0.057,0.383
1651820599787,2022-05-06T10.03.19.787,45.271,-0.935,0.057,0.383
1651820599828,2022-05-06T10.03.19.828,45.312,-0.935,0.057,0.385
1651820599867,2022-05-06T10.03.19.867,45.351,-0.936,0.056,0.384
1651820599908,2022-05-06T10.03.19.908,45.392,-0.936,0.057,0.384
1651820599948,2022-05-06T10.03.19.948,45.432,-0.934,0.056,0.385
1651820599987,2022-05-06T10.03.19.987,45.471,-0.937,0.054,0.386
1651820600028,2022-05-06T10.03.20.028,45.512,-0.938,0.057,0.385
1651820600068,2022-05-06T10.03.20.068,45.552,-0.938,0.058,0.385
1651820600109,2022-05-06T10.03.20.109,45.593,-0.934,0.057,0.388
1651820600149,2022-05-06T10.03.20.149,45.633,-0.931,0.053,0.384
1651820600188,2022-05-06T10.03.20.188,45.672,-0.937,0.053,0.385
1651820600229,2022-05-06T10.03.20.229,45.713,-0.936,0.060,0.389
1651820600269,2022-05-06T10.03.20.269,45.753,-0.936,0.062,0.389
1651820600310,2022-05-06T10.03.20.310,45.794,-0.936,0.056,0.387
1651820600349,2022-05-06T10.03.20.349,45.833,-0.934,0.049,0.385
1651820600389,2022-05-06T10.03.20.389,45.873,-0.933,0.045,0.388
1651820600430,2022-05-06T10.03.20.430,45.914,-0.935,0.055,0.389
1651820600469,2022-05-06T10.03.20.469,45.953,-0.934,0.072,0.381
1651820600510,2022-05-06T10.03.20.510,45.994,-0.940,0.064,0.388
1651820600550,2022-05-06T10.03.20.550,46.034,-0.938,0.057,0.390
1651820600589,2022-05-06T10.03.20.589,46.073,-0.934,0.052,0.387
1651820600630,2022-05-06T10.03.20.630,46.114,-0.928,0.037,0.388
1651820600670,2022-05-06T10.03.20.670,46.154,-0.943,0.047,0.384
1651820600711,2022-05-06T10.03.20.711,46.195,-0.928,0.059,0.391
1651820600751,2022-05-06T10.03.20.751,46.235,-0.923,0.062,0.398
1651820600790,2022-05-06T10.03.20.790,46.274,-0.949,0.072,0.383
1651820600831,2022-05-06T10.03.20.831,46.315,-0.931,0.064,0.384
1651820600871,2022-05-06T10.03.20.871,46.355,-0.926,0.043,0.393
1651820600912,2022-05-06T10.03.20.912,46.396,-0.934,0.041,0.396
1651820600951,2022-05-06T10.03.20.951,46.435,-0.935,0.058,0.392
1651820600991,2022-05-06T10.03.20.991,46.475,-0.930,0.048,0.393
1651820601032,2022-05-06T10.03.21.032,46.516,-0.934,0.052,0.388
1651820601071,2022-05-06T10.03.21.071,46.555,-0.938,0.055,0.388
1651820601112,2022-05-06T10.03.21.112,46.596,-0.942,0.055,0.387
1651820601152,2022-05-06T10.03.21.152,46.636,-0.936,0.053,0.386
1651820601192,2022-05-06T10.03.21.192,46.676,-0.934,0.046,0.392
1651820601233,2022-05-06T10.03.21.233,46.717,-0.934,0.069,0.391
1651820601272,2022-05-06T10.03.21.272,46.756,-0.938,0.049,0.391
1651820601313,2022-05-06T10.03.21.313,46.797,-0.934,0.047,0.389
1651820601353,2022-05-06T10.03.21.353,46.837,-0.928,0.056,0.387
1651820601392,2022-05-06T10.03.21.392,46.876,-0.918,0.056,0.397
1651820601433,2022-05-06T10.03.21.433,46.917,-0.928,0.053,0.402
1651820601473,2022-05-06T10.03.21.473,46.957,-0.941,0.055,0.395
1651820601514,2022-05-06T10.03.21.514,46.998,-0.938,0.054,0.386
1651820601553,2022-05-06T10.03.21.553,47.037,-0.935,0.051,0.386
1651820601594,2022-05-06T10.03.21.594,47.078,-0.928,0.052,0.394
1651820601634,2022-05-06T10.03.21.634,47.118,-0.928,0.049,0.397
1651820601673,2022-05-06T10.03.21.673,47.157,-0.934,0.052,0.391
1651820601714,2022-05-06T10.03.21.714,47.198,-0.938,0.053,0.389
1651820601754,2022-05-06T10.03.21.754,47.238,-0.935,0.053,0.391
1651820601795,2022-05-06T10.03.21.795,47.279,-0.930,0.053,0.393
1651820601835,2022-05-06T10.03.21.835,47.319,-0.931,0.049,0.392
1651820601874,2022-05-06T10.03.21.874,47.358,-0.935,0.052,0.387
1651820601915,2022-05-06T10.03.21.915,47.399,-0.937,0.052,0.390
1651820601955,2022-05-06T10.03.21.955,47.439,-0.934,0.053,0.391
1651820601996,2022-05-06T10.03.21.996,47.480,-0.935,0.049,0.389
1651820602035,2022-05-06T10.03.22.035,47.519,-0.934,0.053,0.391
1651820602075,2022-05-06T10.03.22.075,47.559,-0.930,0.055,0.394
1651820602116,2022-05-06T10.03.22.116,47.600,-0.934,0.052,0.391
1651820602155,2022-05-06T10.03.22.155,47.639,-0.936,0.050,0.390
1651820602196,2022-05-06T10.03.22.196,47.680,-0.933,0.050,0.388
1651820602236,2022-05-06T10.03.22.236,47.720,-0.934,0.048,0.390
1651820602276,2022-05-06T10.03.22.276,47.760,-0.937,0.055,0.389
1651820602317,2022-05-06T10.03.22.317,47.801,-0.939,0.053,0.386
1651820602356,2022-05-06T10.03.22.356,47.840,-0.926,0.053,0.393
1651820602397,2022-05-06T10.03.22.397,47.881,-0.930,0.053,0.393
1651820602437,2022-05-06T10.03.22.437,47.921,-0.937,0.053,0.390
1651820602476,2022-05-06T10.03.22.476,47.960,-0.936,0.051,0.388
1651820602517,2022-05-06T10.03.22.517,48.001,-0.934,0.051,0.388
1651820602557,2022-05-06T10.03.22.557,48.041,-0.933,0.052,0.389
1651820602598,2022-05-06T10.03.22.598,48.082,-0.934,0.052,0.389
