epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1651820569243,2022-05-06T10.02.49.243,14.727,-0.940,0.054,0.396
1651820569283,2022-05-06T10.02.49.283,14.767,-0.942,0.043,0.393
1651820569322,2022-05-06T10.02.49.322,14.806,-0.935,0.061,0.388
1651820569363,2022-05-06T10.02.49.363,14.847,-0.923,0.046,0.392
1651820569403,2022-05-06T10.02.49.403,14.887,-0.931,0.043,0.395
1651820569442,2022-05-06T10.02.49.442,14.926,-0.935,0.058,0.393
1651820569484,2022-05-06T10.02.49.484,14.968,-0.933,0.067,0.387
1651820569523,2022-05-06T10.02.49.523,15.007,-0.932,0.060,0.396
1651820569564,2022-05-06T10.02.49.564,15.048,-0.935,0.042,0.398
1651820569604,2022-05-06T10.02.49.604,15.088,-0.935,0.054,0.394
1651820569643,2022-05-06T10.02.49.643,15.127,-0.929,0.046,0.394
1651820569684,2022-05-06T10.02.49.684,15.168,-0.930,0.048,0.394
1651820569724,2022-05-06T10.02.49.724,15.208,-0.932,0.055,0.393
1651820569765,2022-05-06T10.02.49.765,15.249,-0.933,0.050,0.398
1651820569804,2022-05-06T10.02.49.804,15.288,-0.938,0.045,0.400
1651820569844,2022-05-06T10.02.49.844,15.328,-0.939,0.053,0.394
1651820569885,2022-05-06T10.02.49.885,15.369,-0.922,0.062,0.392
1651820569924,2022-05-06T10.02.49.924,15.408,-0.917,0.058,0.398
1651820569965,2022-05-06T10.02.49.965,15.449,-0.935,0.036,0.406
1651820570005,2022-05-06T10.02.50.005,15.489,-0.941,0.058,0.398
1651820570045,2022-05-06T10.02.50.045,15.529,-0.934,0.054,0.398
1651820570086,2022-05-06T10.02.50.086,15.570,-0.929,0.049,0.397
1651820570125,2022-05-06T10.02.50.125,15.609,-0.928,0.045,0.396
1651820570166,2022-05-06T10.02.50.166,15.650,-0.934,0.048,0.396
1651820570206,2022-05-06T10.02.50.206,15.690,-0.929,0.057,0.399
1651820570245,2022-05-06T10.02.50.245,15.729,-0.930,0.054,0.402
1651820570286,2022-05-06T10.02.50.286,15.770,-0.933,0.052,0.402
1651820570326,2022-05-06T10.02.50.326,15.810,-0.929,0.049,0.397
1651820570367,2022-05-06T10.02.50.367,15.851,-0.932,0.043,0.394
1651820570406,2022-05-06T10.02.50.406,15.890,-0.931,0.046,0.396
1651820570446,2022-05-06T10.02.50.446,15.930,-0.930,0.050,0.397
1651820570487,2022-05-06T10.02.50.487,15.971,-0.938,0.054,0.395
1651820570526,2022-05-06T10.02.50.526,16.010,-0.930,0.049,0.400
1651820570567,2022-05-06T10.02.50.567,16.051,-0.927,0.050,0.400
1651820570607,2022-05-06T10.02.50.607,16.091,-0.930,0.051,0.396
1651820570647,2022-05-06T10.02.50.647,16.131,-0.935,0.048,0.393
1651820570688,2022-05-06T10.02.50.688,16.172,-0.935,0.049,0.392
1651820570727,2022-05-06T10.02.50.727,16.211,-0.934,0.049,0.393
1651820570768,2022-05-06T10.02.50.768,16.252,-0.932,0.049,0.394
1651820570808,2022-05-06T10.02.50.808,16.292,-0.932,0.050,0.393
1651820570847,2022-05-06T10.02.50.847,16.331,-0.935,0.051,0.392
1651820570888,2022-05-06T10.02.50.888,16.372,-0.934,0.049,0.391
1651820570928,2022-05-06T10.02.50.928,16.412,-0.932,0.049,0.390
1651820570969,2022-05-06T10.02.50.969,16.453,-0.933,0.051,0.389
1651820571008,2022-05-06T10.02.51.008,16.492,-0.935,0.051,0.390
1651820571048,2022-05-06T10.02.51.048,16.532,-0.937,0.054,0.388
1651820571089,2022-05-06T10.02.51.089,16.573,-0.936,0.055,0.387
1651820571129,2022-05-06T10.02.51.129,16.613,-0.934,0.051,0.388
1651820571170,2022-05-06T10.02.51.170,16.654,-0.936,0.044,0.387
1651820571209,2022-05-06T10.02.51.209,16.693,-0.941,0.051,0.387
1651820571249,2022-05-06T10.02.51.249,16.733,-0.927,0.052,0.392
1651820571290,2022-05-06T10.02.51.290,16.774,-0.930,0.051,0.392
1651820571329,2022-05-06T10.02.51.329,16.813,-0.939,0.052,0.386
1651820571370,2022-05-06T10.02.51.370,16.854,-0.936,0.053,0.384
1651820571410,2022-05-06T10.02.51.410,16.894,-0.936,0.051,0.389
1651820571449,2022-05-06T10.02.51.449,16.933,-0.936,0.053,0.391
1651820571490,2022-05-06T10.02.51.490,16.974,-0.937,0.044,0.392
1651820571530,2022-05-06T10.02.51.530,17.014,-0.935,0.054,0.385
1651820571571,2022-05-06T10.02.51.571,17.055,-0.936,0.058,0.385
1651820571610,2022-05-06T10.02.51.610,17.094,-0.932,0.050,0.389
1651820571650,2022-05-06T10.02.51.650,17.134,-0.931,0.060,0.392
1651820571691,2022-05-06T10.02.51.691,17.175,-0.937,0.058,0.391
1651820571731,2022-05-06T10.02.51.731,17.215,-0.938,0.047,0.392
1651820571772,2022-05-06T10.02.51.772,17.256,-0.929,0.050,0.390
1651820571811,2022-05-06T10.02.51.811,17.295,-0.931,0.048,0.391
1651820571851,2022-05-06T10.02.51.851,17.335,-0.937,0.046,0.391
1651820571892,2022-05-06T10.02.51.892,17.376,-0.940,0.051,0.391
1651820571931,2022-05-06T10.02.51.931,17.415,-0.937,0.062,0.387
1651820571972,2022-05-06T10.02.51.972,17.456,-0.932,0.064,0.391
1651820572012,2022-05-06T10.02.52.012,17.496,-0.920,0.052,0.399
1651820572051,2022-05-06T10.02.52.051,17.535,-0.926,0.070,0.391
1651820572092,2022-05-06T10.02.52.092,17.576,-0.949,0.042,0.392
1651820572132,2022-05-06T10.02.52.132,17.616,-0.937,0.062,0.383
1651820572173,2022-05-06T10.02.52.173,17.657,-0.929,0.048,0.392
1651820572213,2022-05-06T10.02.52.213,17.697,-0.938,0.032,0.400
1651820572252,2022-05-06T10.02.52.252,17.736,-0.939,0.067,0.387
1651820572293,2022-05-06T10.02.52.293,17.777,-0.925,0.073,0.393
1651820572333,2022-05-06T10.02.52.333,17.817,-0.924,0.069,0.396
1651820572374,2022-05-06T10.02.52.374,17.858,-0.930,0.036,0.400
1651820572413,2022-05-06T10.02.52.413,17.897,-0.948,0.036,0.397
1651820572453,2022-05-06T10.02.52.453,17.937,-0.942,0.054,0.388
1651820572494,2022-05-06T10.02.52.494,17.978,-0.912,0.062,0.396
1651820572533,2022-05-06T10.02.52.533,18.017,-0.924,0.062,0.397
1651820572574,2022-05-06T10.02.52.574,18.058,-0.936,0.063,0.392
1651820572614,2022-05-06T10.02.52.614,18.098,-0.941,0.038,0.404
1651820572653,2022-05-06T10.02.52.653,18.137,-0.955,0.053,0.373
1651820572694,2022-05-06T10.02.52.694,18.178,-0.917,0.072,0.391
1651820572734,2022-05-06T10.02.52.734,18.218,-0.923,0.043,0.398
1651820572775,2022-05-06T10.02.52.775,18.259,-0.953,0.044,0.385
1651820572815,2022-05-06T10.02.52.815,18.299,-0.934,0.041,0.400
1651820572854,2022-05-06T10.02.52.854,18.338,-0.932,0.044,0.397
1651820572895,2022-05-06T10.02.52.895,18.379,-0.934,0.067,0.393
1651820572935,2022-05-06T10.02.52.935,18.419,-0.910,0.058,0.411
1651820572976,2022-05-06T10.02.52.976,18.460,-0.930,0.050,0.398
1651820573015,2022-05-06T10.02.53.015,18.499,-0.938,0.067,0.390
1651820573055,2022-05-06T10.02.53.055,18.539,-0.935,0.033,0.402
1651820573096,2022-05-06T10.02.53.096,18.580,-0.937,0.052,0.402
1651820573135,2022-05-06T10.02.53.135,18.619,-0.932,0.063,0.397
1651820573176,2022-05-06T10.02.53.176,18.660,-0.927,0.040,0.393
1651820573216,2022-05-06T10.02.53.216,18.700,-0.922,0.044,0.401
1651820573255,2022-05-06T10.02.53.255,18.739,-0.926,0.049,0.407
1651820573297,2022-05-06T10.02.53.297,18.781,-0.931,0.053,0.406
1651820573336,2022-05-06T10.02.53.336,18.820,-0.934,0.056,0.398
1651820573377,2022-05-06T10.02.53.377,18.861,-0.934,0.046,0.399
1651820573417,2022-05-06T10.02.53.417,18.901,-0.929,0.045,0.404
1651820573456,2022-05-06T10.02.53.456,18.940,-0.926,0.039,0.406
1651820573497,2022-05-06T10.02.53.497,18.981,-0.924,0.048,0.401
1651820573537,2022-05-06T10.02.53.537,19.021,-0.934,0.048,0.399
1651820573578,2022-05-06T10.02.53.578,19.062,-0.936,0.043,0.404
1651820573617,2022-05-06T10.02.53.617,19.101,-0.926,0.045,0.409
1651820573657,2022-05-06T10.02.53.657,19.141,-0.923,0.043,0.406
1651820573698,2022-05-06T10.02.53.698,19.182,-0.929,0.040,0.403
1651820573737,2022-05-06T10.02.53.737,19.221,-0.931,0.036,0.402
1651820573777,2022-05-06T10.02.53.777,19.261,-0.930,0.040,0.404
1651820573818,2022-05-06T10.02.53.818,19.302,-0.929,0.041,0.402
1651820573858,2022-05-06T10.02.53.858,19.342,-0.930,0.041,0.400
1651820573899,2022-05-06T10.02.53.899,19.383,-0.931,0.039,0.401
1651820573938,2022-05-06T10.02.53.938,19.422,-0.933,0.038,0.399
1651820573978,2022-05-06T10.02.53.978,19.462,-0.932,0.039,0.398
1651820574019,2022-05-06T10.02.54.019,19.503,-0.930,0.037,0.400
1651820574058,2022-05-06T10.02.54.058,19.542,-0.931,0.038,0.398
1651820574099,2022-05-06T10.02.54.099,19.583,-0.935,0.038,0.396
1651820574139,2022-05-06T10.02.54.139,19.623,-0.935,0.041,0.396
1651820574178,2022-05-06T10.02.54.178,19.662,-0.935,0.040,0.393
1651820574219,2022-05-06T10.02.54.219,19.703,-0.928,0.031,0.395
1651820574259,2022-05-06T10.02.54.259,19.743,-0.929,0.040,0.397
1651820574300,2022-05-06T10.02.54.300,19.784,-0.934,0.042,0.396
1651820574339,2022-05-06T10.02.54.339,19.823,-0.938,0.039,0.395
1651820574379,2022-05-06T10.02.54.379,19.863,-0.937,0.036,0.388
1651820574420,2022-05-06T10.02.54.420,19.904,-0.933,0.034,0.389
1651820574460,2022-05-06T10.02.54.460,19.944,-0.934,0.036,0.391
1651820574501,2022-05-06T10.02.54.501,19.985,-0.937,0.036,0.391
1651820574540,2022-05-06T10.02.54.540,20.024,-0.939,0.038,0.389
1651820574580,2022-05-06T10.02.54.580,20.064,-0.935,0.038,0.388
1651820574621,2022-05-06T10.02.54.621,20.105,-0.935,0.039,0.390
1651820574660,2022-05-06T10.02.54.660,20.144,-0.935,0.036,0.389
1651820574701,2022-05-06T10.02.54.701,20.185,-0.936,0.036,0.387
1651820574741,2022-05-06T10.02.54.741,20.225,-0.935,0.037,0.388
1651820574780,2022-05-06T10.02.54.780,20.264,-0.936,0.038,0.389
1651820574821,2022-05-06T10.02.54.821,20.305,-0.936,0.037,0.388
1651820574861,2022-05-06T10.02.54.861,20.345,-0.936,0.036,0.387
1651820574902,2022-05-06T10.02.54.902,20.386,-0.936,0.035,0.387
1651820574942,2022-05-06T10.02.54.942,20.426,-0.935,0.036,0.387
1651820574981,2022-05-06T10.02.54.981,20.465,-0.936,0.035,0.389
1651820575022,2022-05-06T10.02.55.022,20.506,-0.936,0.037,0.387
1651820575062,2022-05-06T10.02.55.062,20.546,-0.938,0.037,0.387
1651820575103,2022-05-06T10.02.55.103,20.587,-0.936,0.037,0.390
1651820575142,2022-05-06T10.02.55.142,20.626,-0.932,0.034,0.388
1651820575182,2022-05-06T10.02.55.182,20.666,-0.938,0.033,0.386
1651820575223,2022-05-06T10.02.55.223,20.707,-0.938,0.041,0.388
1651820575262,2022-05-06T10.02.55.262,20.746,-0.936,0.040,0.392
1651820575303,2022-05-06T10.02.55.303,20.787,-0.937,0.036,0.389
1651820575343,2022-05-06T10.02.55.343,20.827,-0.935,0.034,0.387
1651820575382,2022-05-06T10.02.55.382,20.866,-0.933,0.033,0.387
1651820575423,2022-05-06T10.02.55.423,20.907,-0.934,0.034,0.389
1651820575463,2022-05-06T10.02.55.463,20.947,-0.938,0.036,0.389
1651820575504,2022-05-06T10.02.55.504,20.988,-0.939,0.038,0.387
1651820575544,2022-05-06T10.02.55.544,21.028,-0.936,0.039,0.389
1651820575583,2022-05-06T10.02.55.583,21.067,-0.935,0.037,0.388
1651820575624,2022-05-06T10.02.55.624,21.108,-0.938,0.036,0.385
1651820575664,2022-05-06T10.02.55.664,21.148,-0.938,0.035,0.386
1651820575705,2022-05-06T10.02.55.705,21.189,-0.936,0.036,0.388
1651820575744,2022-05-06T10.02.55.744,21.228,-0.935,0.037,0.388
1651820575784,2022-05-06T10.02.55.784,21.268,-0.937,0.037,0.389
1651820575825,2022-05-06T10.02.55.825,21.309,-0.938,0.031,0.387
1651820575864,2022-05-06T10.02.55.864,21.348,-0.935,0.053,0.381
1651820575905,2022-05-06T10.02.55.905,21.389,-0.945,0.042,0.385
1651820575945,2022-05-06T10.02.55.945,21.429,-0.931,0.042,0.390
1651820575984,2022-05-06T10.02.55.984,21.468,-0.932,0.049,0.386
1651820576026,2022-05-06T10.02.56.026,21.510,-0.938,0.051,0.383
1651820576065,2022-05-06T10.02.56.065,21.549,-0.935,0.049,0.382
1651820576106,2022-05-06T10.02.56.106,21.590,-0.941,0.047,0.377
1651820576146,2022-05-06T10.02.56.146,21.630,-0.940,0.054,0.380
1651820576185,2022-05-06T10.02.56.185,21.669,-0.938,0.055,0.383
1651820576226,2022-05-06T10.02.56.226,21.710,-0.939,0.052,0.379
1651820576266,2022-05-06T10.02.56.266,21.750,-0.938,0.047,0.378
1651820576307,2022-05-06T10.02.56.307,21.791,-0.936,0.049,0.377
1651820576346,2022-05-06T10.02.56.346,21.830,-0.938,0.050,0.380
1651820576386,2022-05-06T10.02.56.386,21.870,-0.938,0.054,0.380
1651820576427,2022-05-06T10.02.56.427,21.911,-0.941,0.052,0.377
1651820576466,2022-05-06T10.02.56.466,21.950,-0.939,0.055,0.378
1651820576507,2022-05-06T10.02.56.507,21.991,-0.940,0.056,0.377
1651820576547,2022-05-06T10.02.56.547,22.031,-0.940,0.054,0.377
1651820576587,2022-05-06T10.02.56.587,22.071,-0.931,0.054,0.381
1651820576628,2022-05-06T10.02.56.628,22.112,-0.936,0.053,0.380
1651820576667,2022-05-06T10.02.56.667,22.151,-0.939,0.058,0.378
1651820576708,2022-05-06T10.02.56.708,22.192,-0.938,0.053,0.378
1651820576748,2022-05-06T10.02.56.748,22.232,-0.938,0.053,0.376
1651820576787,2022-05-06T10.02.56.787,22.271,-0.939,0.054,0.378
1651820576828,2022-05-06T10.02.56.828,22.312,-0.937,0.058,0.378
1651820576868,2022-05-06T10.02.56.868,22.352,-0.940,0.051,0.376
1651820576909,2022-05-06T10.02.56.909,22.393,-0.942,0.050,0.377
1651820576948,2022-05-06T10.02.56.948,22.432,-0.931,0.062,0.380
1651820576988,2022-05-06T10.02.56.988,22.472,-0.933,0.069,0.379
1651820577029,2022-05-06T10.02.57.029,22.513,-0.946,0.068,0.381
1651820577068,2022-05-06T10.02.57.068,22.552,-0.941,0.048,0.384
1651820577109,2022-05-06T10.02.57.109,22.593,-0.928,0.045,0.391
1651820577149,2022-05-06T10.02.57.149,22.633,-0.928,0.049,0.391
1651820577189,2022-05-06T10.02.57.189,22.673,-0.940,0.057,0.372
1651820577230,2022-05-06T10.02.57.230,22.714,-0.951,0.067,0.372
1651820577269,2022-05-06T10.02.57.269,22.753,-0.940,0.072,0.380
1651820577309,2022-05-06T10.02.57.309,22.793,-0.926,0.054,0.400
1651820577350,2022-05-06T10.02.57.350,22.834,-0.931,0.039,0.395
1651820577389,2022-05-06T10.02.57.389,22.873,-0.930,0.053,0.386
1651820577430,2022-05-06T10.02.57.430,22.914,-0.935,0.043,0.385
1651820577470,2022-05-06T10.02.57.470,22.954,-0.938,0.044,0.383
1651820577509,2022-05-06T10.02.57.509,22.993,-0.935,0.062,0.386
1651820577550,2022-05-06T10.02.57.550,23.034,-0.936,0.067,0.390
1651820577590,2022-05-06T10.02.57.590,23.074,-0.945,0.065,0.388
1651820577631,2022-05-06T10.02.57.631,23.115,-0.948,0.053,0.386
1651820577671,2022-05-06T10.02.57.671,23.155,-0.920,0.049,0.391
1651820577710,2022-05-06T10.02.57.710,23.194,-0.917,0.049,0.393
1651820577751,2022-05-06T10.02.57.751,23.235,-0.936,0.035,0.396
1651820577791,2022-05-06T10.02.57.791,23.275,-0.940,0.057,0.392
1651820577832,2022-05-06T10.02.57.832,23.316,-0.940,0.060,0.392
1651820577871,2022-05-06T10.02.57.871,23.355,-0.935,0.056,0.390
1651820577911,2022-05-06T10.02.57.911,23.395,-0.933,0.053,0.388
1651820577952,2022-05-06T10.02.57.952,23.436,-0.932,0.045,0.389
1651820577991,2022-05-06T10.02.57.991,23.475,-0.942,0.050,0.391
1651820578032,2022-05-06T10.02.58.032,23.516,-0.934,0.047,0.395
1651820578072,2022-05-06T10.02.58.072,23.556,-0.920,0.047,0.400
1651820578111,2022-05-06T10.02.58.111,23.595,-0.930,0.062,0.395
1651820578152,2022-05-06T10.02.58.152,23.636,-0.937,0.058,0.395
1651820578192,2022-05-06T10.02.58.192,23.676,-0.940,0.046,0.396
1651820578233,2022-05-06T10.02.58.233,23.717,-0.926,0.053,0.396
1651820578273,2022-05-06T10.02.58.273,23.757,-0.927,0.052,0.396
1651820578312,2022-05-06T10.02.58.312,23.796,-0.936,0.056,0.394
1651820578353,2022-05-06T10.02.58.353,23.837,-0.946,0.060,0.386
1651820578393,2022-05-06T10.02.58.393,23.877,-0.926,0.061,0.390
1651820578434,2022-05-06T10.02.58.434,23.918,-0.922,0.044,0.405
1651820578473,2022-05-06T10.02.58.473,23.957,-0.927,0.048,0.400
1651820578513,2022-05-06T10.02.58.513,23.997,-0.933,0.053,0.391
1651820578554,2022-05-06T10.02.58.554,24.038,-0.936,0.058,0.386
1651820578593,2022-05-06T10.02.58.593,24.077,-0.938,0.068,0.386
1651820578634,2022-05-06T10.02.58.634,24.118,-0.935,0.064,0.394
1651820578674,2022-05-06T10.02.58.674,24.158,-0.937,0.060,0.391
1651820578713,2022-05-06T10.02.58.713,24.197,-0.930,0.054,0.386
1651820578755,2022-05-06T10.02.58.755,24.239,-0.932,0.052,0.390
1651820578794,2022-05-06T10.02.58.794,24.278,-0.940,0.048,0.390
1651820578835,2022-05-06T10.02.58.835,24.319,-0.936,0.050,0.388
1651820578875,2022-05-06T10.02.58.875,24.359,-0.926,0.054,0.395
1651820578914,2022-05-06T10.02.58.914,24.398,-0.923,0.062,0.400
1651820578955,2022-05-06T10.02.58.955,24.439,-0.941,0.065,0.398
1651820578995,2022-05-06T10.02.58.995,24.479,-0.938,0.063,0.395
1651820579036,2022-05-06T10.02.59.036,24.520,-0.932,0.059,0.391
1651820579075,2022-05-06T10.02.59.075,24.559,-0.928,0.069,0.391
1651820579115,2022-05-06T10.02.59.115,24.599,-0.929,0.043,0.401
1651820579156,2022-05-06T10.02.59.156,24.640,-0.939,0.036,0.395
1651820579195,2022-05-06T10.02.59.195,24.679,-0.942,0.072,0.391
1651820579236,2022-05-06T10.02.59.236,24.720,-0.925,0.072,0.393
1651820579276,2022-05-06T10.02.59.276,24.760,-0.916,0.055,0.406
1651820579316,2022-05-06T10.02.59.316,24.800,-0.918,0.048,0.411
1651820579357,2022-05-06T10.02.59.357,24.841,-0.939,0.050,0.399
1651820579396,2022-05-06T10.02.59.396,24.880,-0.940,0.051,0.394
1651820579437,2022-05-06T10.02.59.437,24.921,-0.935,0.054,0.389
1651820579477,2022-05-06T10.02.59.477,24.961,-0.932,0.054,0.393
1651820579516,2022-05-06T10.02.59.516,25.000,-0.928,0.061,0.398
1651820579557,2022-05-06T10.02.59.557,25.041,-0.921,0.035,0.413
1651820579597,2022-05-06T10.02.59.597,25.081,-0.930,0.053,0.409
1651820579638,2022-05-06T10.02.59.638,25.122,-0.937,0.073,0.395
1651820579677,2022-05-06T10.02.59.677,25.161,-0.938,0.052,0.390
1651820579717,2022-05-06T10.02.59.717,25.201,-0.925,0.053,0.399
1651820579758,2022-05-06T10.02.59.758,25.242,-0.923,0.051,0.402
1651820579797,2022-05-06T10.02.59.797,25.281,-0.930,0.056,0.401
1651820579837,2022-05-06T10.02.59.837,25.321,-0.930,0.043,0.405
1651820579878,2022-05-06T10.02.59.878,25.362,-0.937,0.054,0.400
1651820579918,2022-05-06T10.02.59.918,25.402,-0.934,0.062,0.398
1651820579959,2022-05-06T10.02.59.959,25.443,-0.924,0.051,0.397
1651820579998,2022-05-06T10.02.59.998,25.482,-0.928,0.054,0.397
1651820580038,2022-05-06T10.03.00.038,25.522,-0.929,0.048,0.400
1651820580079,2022-05-06T10.03.00.079,25.563,-0.925,0.056,0.401
1651820580118,2022-05-06T10.03.00.118,25.602,-0.933,0.054,0.401
1651820580159,2022-05-06T10.03.00.159,25.643,-0.935,0.046,0.401
1651820580199,2022-05-06T10.03.00.199,25.683,-0.932,0.062,0.403
1651820580238,2022-05-06T10.03.00.238,25.722,-0.928,0.053,0.402
1651820580279,2022-05-06T10.03.00.279,25.763,-0.934,0.047,0.396
1651820580319,2022-05-06T10.03.00.319,25.803,-0.931,0.055,0.393
1651820580360,2022-05-06T10.03.00.360,25.844,-0.923,0.064,0.396
1651820580400,2022-05-06T10.03.00.400,25.884,-0.927,0.051,0.403
1651820580439,2022-05-06T10.03.00.439,25.923,-0.939,0.038,0.399
1651820580480,2022-05-06T10.03.00.480,25.964,-0.942,0.045,0.393
1651820580520,2022-05-06T10.03.00.520,26.004,-0.920,0.054,0.399
1651820580561,2022-05-06T10.03.00.561,26.045,-0.918,0.050,0.398
1651820580600,2022-05-06T10.03.00.600,26.084,-0.947,0.060,0.387
1651820580640,2022-05-06T10.03.00.640,26.124,-0.942,0.057,0.386
1651820580681,2022-05-06T10.03.00.681,26.165,-0.936,0.065,0.384
1651820580720,2022-05-06T10.03.00.720,26.204,-0.937,0.062,0.386
1651820580761,2022-05-06T10.03.00.761,26.245,-0.933,0.061,0.394
1651820580801,2022-05-06T10.03.00.801,26.285,-0.924,0.061,0.396
1651820580840,2022-05-06T10.03.00.840,26.324,-0.931,0.056,0.390
1651820580881,2022-05-06T10.03.00.881,26.365,-0.939,0.056,0.384
1651820580921,2022-05-06T10.03.00.921,26.405,-0.941,0.057,0.383
1651820580962,2022-05-06T10.03.00.962,26.446,-0.941,0.058,0.387
1651820581002,2022-05-06T10.03.01.002,26.486,-0.921,0.055,0.397
1651820581041,2022-05-06T10.03.01.041,26.525,-0.918,0.050,0.397
1651820581082,2022-05-06T10.03.01.082,26.566,-0.938,0.061,0.388
1651820581122,2022-05-06T10.03.01.122,26.606,-0.942,0.058,0.386
1651820581163,2022-05-06T10.03.01.163,26.647,-0.938,0.058,0.390
1651820581202,2022-05-06T10.03.01.202,26.686,-0.933,0.056,0.390
1651820581242,2022-05-06T10.03.01.242,26.726,-0.932,0.050,0.388
1651820581283,2022-05-06T10.03.01.283,26.767,-0.931,0.062,0.382
1651820581322,2022-05-06T10.03.01.322,26.806,-0.943,0.062,0.393
1651820581363,2022-05-06T10.03.01.363,26.847,-0.934,0.054,0.398
1651820581403,2022-05-06T10.03.01.403,26.887,-0.919,0.052,0.403
1651820581442,2022-05-06T10.03.01.442,26.926,-0.928,0.064,0.386
1651820581484,2022-05-06T10.03.01.484,26.968,-0.932,0.049,0.389
1651820581523,2022-05-06T10.03.01.523,27.007,-0.929,0.053,0.392
1651820581564,2022-05-06T10.03.01.564,27.048,-0.947,0.062,0.385
1651820581604,2022-05-06T10.03.01.604,27.088,-0.941,0.043,0.400
1651820581643,2022-05-06T10.03.01.643,27.127,-0.925,0.059,0.397
1651820581684,2022-05-06T10.03.01.684,27.168,-0.931,0.051,0.394
1651820581724,2022-05-06T10.03.01.724,27.208,-0.939,0.036,0.389
1651820581765,2022-05-06T10.03.01.765,27.249,-0.933,0.043,0.391
1651820581804,2022-05-06T10.03.01.804,27.288,-0.917,0.042,0.399
1651820581844,2022-05-06T10.03.01.844,27.328,-0.936,0.061,0.394
1651820581885,2022-05-06T10.03.01.885,27.369,-0.943,0.065,0.395
1651820581924,2022-05-06T10.03.01.924,27.408,-0.928,0.055,0.397
1651820581965,2022-05-06T10.03.01.965,27.449,-0.929,0.066,0.393
1651820582005,2022-05-06T10.03.02.005,27.489,-0.938,0.035,0.397
1651820582045,2022-05-06T10.03.02.045,27.529,-0.932,0.043,0.395
1651820582086,2022-05-06T10.03.02.086,27.570,-0.927,0.046,0.397
1651820582125,2022-05-06T10.03.02.125,27.609,-0.933,0.042,0.396
1651820582166,2022-05-06T10.03.02.166,27.650,-0.938,0.058,0.399
1651820582206,2022-05-06T10.03.02.206,27.690,-0.924,0.061,0.397
1651820582245,2022-05-06T10.03.02.245,27.729,-0.922,0.031,0.411
1651820582286,2022-05-06T10.03.02.286,27.770,-0.935,0.036,0.408
1651820582326,2022-05-06T10.03.02.326,27.810,-0.930,0.082,0.389
1651820582367,2022-05-06T10.03.02.367,27.851,-0.936,0.067,0.391
1651820582406,2022-05-06T10.03.02.406,27.890,-0.933,0.043,0.394
1651820582446,2022-05-06T10.03.02.446,27.930,-0.932,0.066,0.401
1651820582487,2022-05-06T10.03.02.487,27.971,-0.916,0.017,0.412
1651820582526,2022-05-06T10.03.02.526,28.010,-0.916,0.037,0.410
1651820582567,2022-05-06T10.03.02.567,28.051,-0.935,0.053,0.404
1651820582607,2022-05-06T10.03.02.607,28.091,-0.955,0.049,0.401
1651820582648,2022-05-06T10.03.02.648,28.132,-0.934,0.063,0.412
1651820582688,2022-05-06T10.03.02.688,28.172,-0.917,0.042,0.406
1651820582727,2022-05-06T10.03.02.727,28.211,-0.912,0.043,0.396
1651820582768,2022-05-06T10.03.02.768,28.252,-0.919,0.034,0.409
1651820582808,2022-05-06T10.03.02.808,28.292,-0.935,0.049,0.410
